DATE,MONTH,CITY,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,sunshine,temp_mean,temp_max,temp_min,PRECIPITATION Y/N
20000516.0,5.0,MUENCHEN,5.0,1.6,6.1,0.49,1.0167,3.33,13.6,22.1,27.1,13.3,False
20000516.0,5.0,OSLO,5.0,2.7,9.8,0.55,1.0135,2.4,12.3,16.4,22.8,9.5,False
20000517.0,5.0,DE_BILT,7.0,5.5,17.0,0.74,1.0107,1.86,5.5,13.7,16.8,10.5,True
20000517.0,5.0,DUSSELDORF,7.0,4.5,13.2,0.68,1.0117,1.66,3.9,15.6,19.6,13.7,True
20000517.0,5.0,MAASTRICHT,6.0,5.5,15.0,0.72,1.0121,1.85,4.1,15.0,18.0,11.9,True
20000517.0,5.0,MUENCHEN,4.0,2.7,15.1,0.62,1.0131,3.11,11.6,18.6,27.8,13.7,True
20000517.0,5.0,OSLO,7.0,1.9,12.3,0.81,1.003,0.75,1.1,14.8,19.2,11.8,True
20000518.0,5.0,DE_BILT,6.0,4.8,19.0,0.76,1.0063,1.88,5.6,11.4,15.2,8.2,True
20000518.0,5.0,DUSSELDORF,7.0,4.8,18.2,0.82,1.0085,1.56,3.3,10.6,15.4,8.5,True
20000518.0,5.0,MAASTRICHT,6.0,5.6,16.0,0.78,1.0083,1.63,4.0,11.3,15.2,7.7,True
20000518.0,5.0,MUENCHEN,7.0,2.4,8.9,0.91,1.012,0.87,0.0,12.1,15.1,10.7,True
20000518.0,5.0,OSLO,6.0,4.6,11.8,0.67,1.0026,1.84,9.2,11.4,14.9,9.4,False
20000519.0,5.0,DE_BILT,7.0,3.4,13.0,0.86,1.0063,1.1,1.3,10.3,13.6,6.3,True
20000519.0,5.0,DUSSELDORF,7.0,4.6,15.7,0.89,1.0078,1.24,1.7,9.2,15.0,7.4,True
20000519.0,5.0,MAASTRICHT,7.0,5.4,16.0,0.89,1.0082,0.97,0.9,9.4,13.7,7.2,True
20000519.0,5.0,MUENCHEN,7.0,3.2,10.3,0.72,1.0119,2.12,4.5,11.2,14.7,8.0,True
20000519.0,5.0,OSLO,6.0,4.4,11.8,0.7,1.0021,1.82,7.3,11.5,14.8,9.4,True
20000520.0,5.0,DE_BILT,4.0,2.7,10.0,0.76,1.0116,2.4,8.9,10.8,16.1,5.4,True
20000520.0,5.0,DUSSELDORF,5.0,3.1,9.5,0.78,1.0114,1.73,4.2,10.5,17.0,7.6,True
20000520.0,5.0,MAASTRICHT,5.0,3.2,9.0,0.75,1.0121,1.82,4.1,11.0,15.9,7.1,True
20000520.0,5.0,MUENCHEN,6.0,3.4,18.4,0.76,1.0134,2.29,5.5,9.2,14.3,6.2,True
20000520.0,5.0,OSLO,3.0,2.1,9.3,0.67,1.0059,2.78,11.1,12.1,18.1,7.2,False
20000521.0,5.0,DE_BILT,8.0,2.3,7.0,0.92,1.0073,0.75,0.0,10.0,12.3,5.6,True
20000521.0,5.0,DUSSELDORF,7.0,3.2,9.4,0.86,1.0081,0.99,0.7,9.9,13.6,4.3,True
20000521.0,5.0,MAASTRICHT,7.0,3.9,11.0,0.86,1.0076,0.99,1.1,10.6,13.7,7.7,True
20000521.0,5.0,MUENCHEN,5.0,2.0,14.8,0.61,1.0107,2.7,8.2,13.6,17.9,5.3,True
20000521.0,5.0,OSLO,2.0,2.7,8.2,0.55,1.0043,2.93,14.6,13.2,19.7,5.9,False
20000522.0,5.0,DE_BILT,5.0,2.0,6.0,0.85,1.0148,1.52,3.4,11.4,15.7,6.4,True
20000522.0,5.0,DUSSELDORF,7.0,3.4,8.0,0.84,1.0141,0.9,0.4,11.8,15.5,9.0,True
20000522.0,5.0,MAASTRICHT,7.0,4.0,9.0,0.87,1.0155,1.06,0.4,11.6,14.3,9.2,True
20000522.0,5.0,MUENCHEN,8.0,4.5,14.1,0.79,1.0172,1.24,0.6,10.2,13.5,7.7,True
20000522.0,5.0,OSLO,6.0,2.4,8.2,0.68,1.0076,2.27,11.3,11.7,16.5,6.6,False
20000523.0,5.0,DE_BILT,7.0,3.8,11.0,0.85,1.0163,1.05,1.0,13.8,18.6,6.8,True
20000523.0,5.0,DUSSELDORF,7.0,4.2,10.0,0.67,1.0181,2.05,6.0,16.0,19.1,8.7,True
20000523.0,5.0,MAASTRICHT,7.0,4.8,12.0,0.72,1.0178,1.95,4.8,15.2,19.6,8.9,False
20000523.0,5.0,MUENCHEN,3.0,2.0,6.2,0.63,1.0211,3.03,10.6,13.8,18.6,7.8,False
20000523.0,5.0,OSLO,5.0,4.3,12.9,0.7,1.0099,2.43,10.0,12.5,17.1,7.6,True
20000524.0,5.0,DE_BILT,8.0,2.6,10.0,0.83,1.0127,1.47,3.1,14.0,18.8,11.5,True
20000524.0,5.0,DUSSELDORF,7.0,3.8,9.4,0.87,1.0141,0.87,0.3,15.0,18.4,13.3,True
20000524.0,5.0,MAASTRICHT,8.0,3.5,9.0,0.93,1.0139,0.77,0.0,14.4,16.4,13.0,True
20000524.0,5.0,MUENCHEN,2.0,2.0,7.4,0.6,1.017,3.47,14.2,17.5,22.9,8.1,False
20000524.0,5.0,OSLO,7.0,3.6,10.8,0.66,1.0013,1.3,6.4,13.3,16.9,10.1,True
20000525.0,5.0,DE_BILT,6.0,5.7,13.0,0.81,1.0096,1.86,5.3,13.2,15.3,10.3,True
20000525.0,5.0,DUSSELDORF,5.0,5.5,17.4,0.68,1.0109,1.53,3.0,14.2,17.2,12.7,True
20000525.0,5.0,MAASTRICHT,7.0,6.3,15.0,0.76,1.0117,1.5,4.1,13.9,16.8,9.5,True
20000525.0,5.0,MUENCHEN,7.0,2.9,10.1,0.6,1.015,2.41,6.1,18.6,24.7,11.6,True
20000525.0,5.0,OSLO,7.0,2.2,13.9,0.6,1.0042,1.71,7.7,10.9,16.2,4.7,True
20000526.0,5.0,DE_BILT,7.0,3.6,8.0,0.75,1.0116,1.31,2.2,13.6,17.3,8.2,True
20000526.0,5.0,DUSSELDORF,6.0,4.6,11.9,0.51,1.0137,2.14,6.5,17.0,20.5,7.1,False
20000526.0,5.0,MAASTRICHT,6.0,4.1,14.0,0.65,1.0124,2.42,5.3,15.2,20.3,7.6,False
20000526.0,5.0,MUENCHEN,6.0,2.5,9.1,0.77,1.0157,2.67,7.8,18.2,22.1,12.9,True
20000526.0,5.0,OSLO,5.0,2.2,14.9,0.73,1.0046,1.88,9.1,11.2,15.7,7.1,True
20000527.0,5.0,DE_BILT,6.0,7.2,22.0,0.71,1.0082,2.08,6.6,12.4,17.0,10.2,True
20000527.0,5.0,DUSSELDORF,6.0,7.6,17.3,0.58,1.0103,1.95,5.3,13.0,19.1,11.7,True
20000527.0,5.0,MAASTRICHT,6.0,8.0,20.0,0.6,1.0107,2.19,6.5,13.1,17.2,10.6,True
20000527.0,5.0,MUENCHEN,7.0,2.5,17.8,0.85,1.0159,1.42,1.1,13.2,19.4,11.1,True
20000527.0,5.0,OSLO,8.0,2.9,13.9,0.85,1.0053,0.46,0.0,8.0,13.6,4.5,True
20000528.0,5.0,DE_BILT,7.0,7.2,26.0,0.88,1.001,0.91,0.4,9.4,13.3,7.0,True
20000528.0,5.0,DUSSELDORF,6.0,8.2,28.4,0.75,1.0048,1.95,5.3,10.4,16.2,8.1,True
20000528.0,5.0,MAASTRICHT,6.0,8.9,29.0,0.76,1.0046,2.01,5.1,10.9,14.8,7.9,True
20000528.0,5.0,MUENCHEN,7.0,2.8,11.9,0.8,1.0126,2.18,4.6,13.9,19.3,9.9,True
20000528.0,5.0,OSLO,6.0,6.2,20.6,0.68,1.0011,1.64,6.4,11.2,14.9,8.2,True
20000529.0,5.0,DE_BILT,5.0,3.8,13.0,0.84,1.0116,2.22,7.4,10.1,14.8,5.4,True
20000529.0,5.0,DUSSELDORF,4.0,5.2,14.7,0.72,1.0123,1.97,5.4,10.4,15.9,7.3,True
20000529.0,5.0,MAASTRICHT,5.0,5.7,14.0,0.74,1.0134,2.37,7.3,10.7,14.6,6.8,True
20000529.0,5.0,MUENCHEN,7.0,3.1,18.1,0.82,1.0175,1.84,2.8,9.8,13.0,7.4,True
20000529.0,5.0,OSLO,8.0,3.5,10.3,0.88,0.9947,0.73,0.2,8.9,11.3,7.9,True
20000530.0,5.0,DE_BILT,6.0,2.1,11.0,0.86,1.0143,1.9,5.4,9.8,15.0,3.6,True
20000530.0,5.0,DUSSELDORF,7.0,2.7,9.7,0.7,1.0145,1.75,4.1,11.6,16.1,5.9,True
20000530.0,5.0,MAASTRICHT,7.0,2.8,6.0,0.84,1.0143,1.43,1.8,10.3,14.5,5.7,True
20000530.0,5.0,MUENCHEN,7.0,2.4,11.1,0.7,1.0176,2.51,6.6,12.4,16.5,7.6,True
20000530.0,5.0,OSLO,7.0,2.2,11.8,0.84,1.0013,1.33,2.0,9.8,13.3,8.0,True
20000531.0,5.0,DE_BILT,4.0,1.8,7.0,0.69,1.0192,2.84,11.5,12.5,18.9,3.8,False
20000531.0,5.0,DUSSELDORF,5.0,1.8,6.1,0.64,1.0183,2.65,9.8,13.8,19.8,8.9,False
20000531.0,5.0,MAASTRICHT,5.0,1.8,6.0,0.69,1.019,2.87,11.3,13.8,18.4,9.2,False
20000531.0,5.0,MUENCHEN,6.0,3.1,13.6,0.89,1.0183,1.33,0.8,11.4,14.8,10.0,True
20000531.0,5.0,OSLO,4.0,2.4,10.8,0.69,1.0097,2.51,9.6,10.6,15.3,6.6,True
20000601.0,6.0,DE_BILT,6.0,4.1,13.0,0.82,1.0187,1.41,2.2,15.1,19.8,10.4,True
20000601.0,6.0,DUSSELDORF,5.0,4.5,10.6,0.68,1.0199,1.83,4.3,17.8,23.2,10.2,False
20000601.0,6.0,MAASTRICHT,4.0,5.2,13.0,0.73,1.0201,2.57,7.4,16.8,23.3,11.5,False
20000601.0,6.0,MUENCHEN,2.0,1.6,7.4,0.64,1.0249,3.34,13.5,16.6,22.0,6.7,False
20000601.0,6.0,OSLO,5.0,3.1,10.3,0.66,1.0148,1.93,9.3,10.0,15.5,3.7,True
20000602.0,6.0,DE_BILT,4.0,2.9,9.0,0.8,1.0187,2.79,10.7,16.4,21.5,11.1,False
20000602.0,6.0,DUSSELDORF,2.0,2.7,8.4,0.68,1.0184,3.12,13.3,19.4,26.8,10.9,False
20000602.0,6.0,MAASTRICHT,2.0,2.7,9.0,0.74,1.0187,3.28,14.0,19.2,25.4,11.7,False
20000602.0,6.0,MUENCHEN,4.0,1.7,5.2,0.61,1.0215,3.28,13.0,20.1,26.9,12.1,False
20000602.0,6.0,OSLO,5.0,4.1,13.9,0.69,1.0036,1.14,5.7,12.3,16.6,9.0,True
20000603.0,6.0,DE_BILT,6.0,2.4,8.0,0.83,1.0177,2.2,6.6,18.1,25.2,9.9,True
20000603.0,6.0,DUSSELDORF,6.0,2.1,12.4,0.75,1.0171,2.49,8.5,20.8,28.9,12.3,True
20000603.0,6.0,MAASTRICHT,6.0,3.3,12.0,0.76,1.0166,2.67,7.7,20.8,28.2,14.6,True
20000603.0,6.0,MUENCHEN,3.0,2.5,12.7,0.56,1.0185,3.42,14.1,22.2,28.6,13.9,True
20000603.0,6.0,OSLO,1.0,5.0,15.9,0.44,1.0145,3.1,15.4,11.3,16.6,5.6,False
20000604.0,6.0,DE_BILT,5.0,3.5,10.0,0.81,1.0167,2.34,7.5,16.7,21.8,8.7,True
20000604.0,6.0,DUSSELDORF,6.0,3.1,9.1,0.8,1.0164,1.86,4.4,18.7,23.1,16.2,False
20000604.0,6.0,MAASTRICHT,7.0,3.9,10.0,0.79,1.0171,1.92,5.1,18.4,22.6,14.8,False
20000604.0,6.0,MUENCHEN,4.0,2.0,13.8,0.72,1.0188,2.38,6.7,20.8,26.5,15.3,True
20000604.0,6.0,OSLO,2.0,2.9,10.3,0.43,1.0209,3.28,15.3,10.8,16.6,3.9,False
20000605.0,6.0,DE_BILT,7.0,2.0,7.0,0.93,1.0172,1.44,2.3,12.3,16.0,7.1,True
20000605.0,6.0,DUSSELDORF,8.0,3.6,10.0,0.84,1.0158,0.95,0.4,14.8,20.7,11.7,True
20000605.0,6.0,MAASTRICHT,8.0,3.7,20.0,0.9,1.0164,0.44,0.0,13.1,15.1,10.9,True
20000605.0,6.0,MUENCHEN,5.0,2.3,11.5,0.65,1.015,3.12,11.7,21.3,28.5,14.7,True
20000605.0,6.0,OSLO,4.0,2.5,11.8,0.43,1.0208,2.88,15.0,11.9,17.1,7.0,False
20000606.0,6.0,DE_BILT,7.0,2.8,9.0,0.86,1.0184,1.35,1.9,12.8,16.3,10.1,True
20000606.0,6.0,DUSSELDORF,7.0,4.1,13.3,0.79,1.0184,1.3,1.6,13.6,19.1,11.4,True
20000606.0,6.0,MAASTRICHT,7.0,4.5,10.0,0.81,1.0195,1.81,3.5,13.7,18.5,10.8,True
20000606.0,6.0,MUENCHEN,8.0,2.8,10.2,0.96,1.0194,0.87,0.1,13.4,19.0,11.9,True
20000606.0,6.0,OSLO,6.0,2.4,9.3,0.47,1.0156,2.13,10.3,13.3,18.1,6.1,False
20000607.0,6.0,DE_BILT,5.0,3.3,11.0,0.8,1.0224,2.3,7.2,12.3,16.6,6.0,True
20000607.0,6.0,DUSSELDORF,4.0,4.5,12.1,0.73,1.022,2.21,6.5,13.4,19.4,11.2,False
20000607.0,6.0,MAASTRICHT,4.0,4.2,10.0,0.69,1.0232,2.54,9.2,13.8,17.8,9.0,False
20000607.0,6.0,MUENCHEN,4.0,3.5,14.8,0.66,1.0235,2.62,8.2,14.4,18.7,10.9,False
20000607.0,6.0,OSLO,7.0,2.4,12.9,0.62,1.0101,1.88,5.8,13.1,17.7,9.7,True
20000608.0,6.0,DE_BILT,2.0,3.8,12.0,0.66,1.019,3.39,15.3,15.5,22.2,5.5,False
20000608.0,6.0,DUSSELDORF,1.0,2.9,9.3,0.56,1.0199,3.39,15.3,17.4,23.4,6.0,False
20000608.0,6.0,MAASTRICHT,1.0,3.4,12.0,0.62,1.0185,3.34,14.6,16.7,22.9,7.5,False
20000608.0,6.0,MUENCHEN,1.0,3.1,9.6,0.56,1.021,3.51,14.7,17.6,22.5,9.7,False
20000608.0,6.0,OSLO,5.0,2.8,8.7,0.52,1.0135,2.42,11.5,14.4,19.7,7.9,False
20000609.0,6.0,DE_BILT,2.0,3.8,10.0,0.67,1.0112,3.19,13.6,21.2,29.6,13.7,False
20000609.0,6.0,DUSSELDORF,2.0,5.6,13.3,0.48,1.0118,3.33,14.8,25.2,31.0,13.3,True
20000609.0,6.0,MAASTRICHT,2.0,4.3,13.0,0.59,1.0113,3.2,13.6,23.2,30.0,12.9,False
20000609.0,6.0,MUENCHEN,1.0,2.5,9.4,0.62,1.0154,3.57,15.1,21.7,28.2,13.0,False
20000609.0,6.0,OSLO,6.0,2.9,8.2,0.52,1.019,2.71,10.1,15.3,22.0,9.1,False
20000610.0,6.0,DE_BILT,6.0,2.8,8.0,0.79,1.0158,2.37,7.6,16.6,20.7,10.8,False
20000610.0,6.0,DUSSELDORF,7.0,2.5,7.2,0.8,1.0146,1.28,1.5,19.0,25.1,17.4,False
20000610.0,6.0,MAASTRICHT,7.0,2.6,8.0,0.78,1.0156,1.33,1.4,17.8,20.4,15.3,False
20000610.0,6.0,MUENCHEN,3.0,1.6,6.5,0.52,1.0128,2.98,10.6,24.3,29.8,16.9,False
20000610.0,6.0,OSLO,8.0,2.4,11.8,0.72,1.0123,0.92,2.6,13.6,18.3,8.8,True
20000611.0,6.0,DE_BILT,5.0,2.7,9.0,0.78,1.0184,2.42,7.9,14.8,19.5,8.2,False
20000611.0,6.0,DUSSELDORF,7.0,2.9,8.4,0.62,1.018,2.46,8.1,18.2,23.4,14.2,False
20000611.0,6.0,MAASTRICHT,5.0,3.0,8.0,0.63,1.0189,2.87,9.5,16.6,21.3,12.2,False
20000611.0,6.0,MUENCHEN,6.0,2.7,11.3,0.65,1.013,2.63,8.2,22.0,30.1,15.7,False
20000611.0,6.0,OSLO,5.0,4.8,14.9,0.8,1.006,2.08,8.2,15.4,19.5,12.9,False
20000612.0,6.0,DE_BILT,5.0,4.2,11.0,0.83,1.0246,2.14,6.1,16.2,21.2,10.9,False
20000612.0,6.0,DUSSELDORF,4.0,3.6,8.6,0.65,1.0253,3.26,14.2,18.4,23.6,11.6,False
20000612.0,6.0,MAASTRICHT,4.0,4.5,11.0,0.73,1.026,3.17,12.6,16.8,22.8,9.6,False
20000612.0,6.0,MUENCHEN,6.0,2.2,8.3,0.78,1.0248,1.85,3.6,19.6,23.8,16.5,False
20000612.0,6.0,OSLO,6.0,3.9,12.3,0.53,1.0084,2.1,7.7,13.5,17.8,8.2,False
20000613.0,6.0,DE_BILT,7.0,3.4,9.0,0.85,1.0247,1.32,1.7,16.9,19.8,14.1,False
20000613.0,6.0,DUSSELDORF,2.0,3.6,11.7,0.63,1.0245,3.27,14.2,20.6,28.0,15.0,False
20000613.0,6.0,MAASTRICHT,2.0,3.6,10.0,0.72,1.0249,3.36,13.8,20.2,26.1,14.0,False
20000613.0,6.0,MUENCHEN,5.0,2.6,14.8,0.63,1.023,3.28,12.8,23.7,29.6,15.8,True
20000613.0,6.0,OSLO,6.0,7.0,19.0,0.63,1.0052,1.16,6.1,13.7,17.3,11.7,True
20000614.0,6.0,DE_BILT,8.0,4.1,11.0,0.87,1.0228,1.41,2.1,17.2,20.5,15.1,True
20000614.0,6.0,DUSSELDORF,7.0,3.4,8.6,0.76,1.0235,1.38,1.9,19.4,22.1,13.7,True
20000614.0,6.0,MAASTRICHT,7.0,4.7,11.0,0.82,1.0241,1.42,1.9,17.7,21.8,13.7,False
20000614.0,6.0,MUENCHEN,4.0,3.5,13.2,0.69,1.0228,3.12,11.6,20.2,26.4,16.3,True
20000614.0,6.0,OSLO,4.0,6.0,18.0,0.43,1.0087,2.58,12.4,14.2,18.6,9.2,True
20000615.0,6.0,DE_BILT,5.0,3.3,10.0,0.77,1.0245,2.28,7.0,15.1,19.2,8.8,True
20000615.0,6.0,DUSSELDORF,6.0,4.4,10.6,0.77,1.0233,1.67,3.3,14.7,20.0,12.8,True
20000615.0,6.0,MAASTRICHT,5.0,4.3,11.0,0.78,1.0246,1.36,4.8,15.9,19.6,11.4,True
20000615.0,6.0,MUENCHEN,7.0,4.1,14.2,0.72,1.0227,1.57,2.3,18.1,22.5,15.8,True
20000615.0,6.0,OSLO,4.0,4.5,12.9,0.49,1.0087,2.55,11.1,12.5,17.0,6.0,False
20000616.0,6.0,DE_BILT,3.0,2.8,8.0,0.7,1.0291,3.16,13.3,13.2,18.2,6.0,False
20000616.0,6.0,DUSSELDORF,4.0,2.8,8.3,0.63,1.0283,2.73,10.0,13.2,20.0,6.6,False
20000616.0,6.0,MAASTRICHT,4.0,2.6,9.0,0.61,1.0285,3.0,9.9,14.4,19.0,10.4,False
20000616.0,6.0,MUENCHEN,5.0,3.5,10.9,0.59,1.0257,2.62,8.1,14.8,19.4,12.4,False
20000616.0,6.0,OSLO,6.0,5.0,13.9,0.43,1.0168,2.09,9.2,13.1,16.9,8.5,True
20000617.0,6.0,DE_BILT,1.0,2.3,6.0,0.64,1.0297,3.38,15.1,14.9,21.2,6.0,False
20000617.0,6.0,DUSSELDORF,2.0,1.6,5.3,0.53,1.0299,3.41,15.4,15.4,23.2,5.3,False
20000617.0,6.0,MAASTRICHT,1.0,2.6,6.0,0.53,1.0296,3.52,15.2,15.5,21.5,8.1,False
20000617.0,6.0,MUENCHEN,1.0,1.9,6.9,0.44,1.0295,3.44,14.0,15.6,20.3,9.1,False
20000617.0,6.0,OSLO,4.0,3.2,13.4,0.48,1.0247,3.21,11.4,11.8,16.9,4.8,True
20000618.0,6.0,DE_BILT,2.0,2.2,7.0,0.58,1.0247,3.4,15.2,21.1,28.7,8.7,False
20000618.0,6.0,DUSSELDORF,2.0,2.7,8.9,0.41,1.0256,3.34,14.8,22.2,31.2,11.4,False
20000618.0,6.0,MAASTRICHT,1.0,2.3,5.0,0.48,1.0251,3.34,14.5,22.1,30.0,12.3,False
20000618.0,6.0,MUENCHEN,0.0,1.9,6.2,0.4,1.0282,3.62,15.4,18.9,25.9,8.5,False
20000618.0,6.0,OSLO,8.0,3.6,12.3,0.8,1.0202,0.75,0.2,11.9,14.4,10.2,True
20000619.0,6.0,DE_BILT,0.0,3.5,10.0,0.59,1.0176,3.41,15.3,25.7,33.5,17.4,False
20000619.0,6.0,DUSSELDORF,1.0,3.7,10.5,0.41,1.019,3.4,15.3,26.3,33.7,16.1,False
20000619.0,6.0,MAASTRICHT,0.0,3.8,11.0,0.48,1.0186,3.38,15.0,25.9,32.5,16.5,False
20000619.0,6.0,MUENCHEN,1.0,2.0,7.1,0.43,1.0219,3.62,15.4,22.6,29.7,12.3,False
20000619.0,6.0,OSLO,8.0,4.1,12.9,0.87,1.0135,1.15,2.8,13.8,16.8,11.2,False
20000620.0,6.0,DE_BILT,2.0,2.5,11.0,0.69,1.0126,3.35,14.8,25.9,33.6,17.8,False
20000620.0,6.0,DUSSELDORF,1.0,4.5,10.5,0.38,1.0138,3.32,14.6,28.6,33.8,20.1,False
20000620.0,6.0,MAASTRICHT,1.0,4.0,12.0,0.48,1.0135,3.33,13.9,26.9,33.3,19.1,False
20000620.0,6.0,MUENCHEN,0.0,2.0,7.2,0.41,1.0162,3.61,15.4,24.7,31.9,14.4,False
20000620.0,6.0,OSLO,3.0,2.6,5.7,0.7,1.0101,2.99,13.3,19.1,25.3,13.6,False
20000621.0,6.0,DE_BILT,6.0,4.2,13.0,0.73,1.0124,1.96,5.0,20.5,26.9,16.2,True
20000621.0,6.0,DUSSELDORF,5.0,3.6,13.2,0.65,1.0133,2.28,6.9,22.6,28.4,18.7,True
20000621.0,6.0,MAASTRICHT,5.0,4.3,11.0,0.69,1.0135,1.89,4.2,21.9,26.4,17.6,True
20000621.0,6.0,MUENCHEN,2.0,2.4,10.7,0.41,1.0141,3.56,15.0,26.1,32.1,17.8,False
20000621.0,6.0,OSLO,8.0,1.9,6.7,0.82,1.0088,0.8,1.2,17.0,21.8,14.4,True
20000622.0,6.0,DE_BILT,6.0,4.4,14.0,0.76,1.0138,1.73,3.7,16.3,20.0,13.4,True
20000622.0,6.0,DUSSELDORF,6.0,5.0,13.8,0.55,1.0149,2.28,6.9,19.1,22.5,15.8,False
20000622.0,6.0,MAASTRICHT,6.0,5.6,15.0,0.65,1.0154,2.62,5.9,17.9,21.4,14.7,True
20000622.0,6.0,MUENCHEN,5.0,3.3,9.9,0.55,1.0154,3.16,11.9,23.0,30.0,19.8,True
20000622.0,6.0,OSLO,7.0,4.0,10.3,0.79,1.0063,1.91,6.9,16.1,19.4,14.6,True
20000623.0,6.0,DE_BILT,7.0,4.9,14.0,0.84,1.0149,1.41,2.1,15.1,19.8,12.1,True
20000623.0,6.0,DUSSELDORF,7.0,5.7,13.9,0.7,1.0164,1.28,1.5,16.6,19.9,14.4,True
20000623.0,6.0,MAASTRICHT,7.0,6.4,14.0,0.72,1.017,1.38,1.5,15.9,18.8,13.6,True
20000623.0,6.0,MUENCHEN,7.0,2.3,8.6,0.81,1.0193,1.32,1.3,16.4,20.3,14.1,True
20000623.0,6.0,OSLO,8.0,3.1,11.8,0.84,1.0062,0.54,1.3,13.0,16.4,11.8,True
20000624.0,6.0,DE_BILT,6.0,3.4,11.0,0.84,1.0147,1.84,4.3,13.5,17.6,11.4,True
20000624.0,6.0,DUSSELDORF,7.0,4.9,14.7,0.88,1.0151,1.31,1.6,12.3,16.7,11.4,True
20000624.0,6.0,MAASTRICHT,7.0,4.8,11.0,0.85,1.0161,1.24,2.1,12.5,16.3,10.7,True
20000624.0,6.0,MUENCHEN,7.0,3.2,12.9,0.8,1.0167,1.37,1.5,13.1,18.7,10.6,True
20000624.0,6.0,OSLO,7.0,2.6,8.7,0.79,1.0065,1.71,4.0,14.4,17.9,12.6,True
20000625.0,6.0,DE_BILT,7.0,3.4,11.0,0.8,1.0188,1.05,0.7,12.7,15.1,10.4,True
20000625.0,6.0,DUSSELDORF,7.0,3.8,13.0,0.81,1.0181,1.36,1.8,12.8,15.9,11.5,True
20000625.0,6.0,MAASTRICHT,7.0,3.9,10.0,0.82,1.0195,1.72,2.1,12.7,16.2,10.6,True
20000625.0,6.0,MUENCHEN,6.0,3.6,11.7,0.77,1.0184,1.61,2.5,12.6,15.5,10.2,False
20000625.0,6.0,OSLO,7.0,4.1,8.7,0.79,1.0076,1.74,2.7,14.1,17.7,9.8,True
20000626.0,6.0,DE_BILT,5.0,3.4,12.0,0.69,1.024,1.94,4.9,12.4,16.1,7.1,False
20000626.0,6.0,DUSSELDORF,5.0,4.5,11.0,0.64,1.0231,2.02,5.3,13.0,17.9,10.6,False
20000626.0,6.0,MAASTRICHT,5.0,3.6,11.0,0.67,1.0243,2.23,5.9,12.6,17.4,9.3,False
20000626.0,6.0,MUENCHEN,6.0,3.2,11.5,0.59,1.0207,2.26,5.9,13.6,17.6,11.0,False
20000626.0,6.0,OSLO,8.0,5.7,13.9,0.76,1.0077,0.61,0.0,11.3,14.6,10.7,True
20000627.0,6.0,DE_BILT,4.0,2.7,8.0,0.73,1.0235,2.6,9.2,12.3,17.5,5.0,False
20000627.0,6.0,DUSSELDORF,3.0,2.5,8.0,0.62,1.0233,2.84,10.9,13.1,19.8,5.3,False
20000627.0,6.0,MAASTRICHT,3.0,2.5,9.0,0.63,1.0233,3.23,12.9,13.3,19.0,5.8,False
20000627.0,6.0,MUENCHEN,1.0,2.1,8.6,0.5,1.0204,3.24,12.5,14.2,19.8,9.3,False
20000627.0,6.0,OSLO,6.0,5.7,17.0,0.61,1.0079,1.53,4.1,11.3,15.3,8.6,True
20000628.0,6.0,DE_BILT,5.0,2.6,10.0,0.72,1.0204,2.4,7.8,12.4,17.2,6.1,False
20000628.0,6.0,DUSSELDORF,4.0,2.5,7.7,0.64,1.0199,2.32,7.2,12.8,19.2,5.8,False
20000628.0,6.0,MAASTRICHT,4.0,2.9,7.0,0.63,1.0201,2.31,7.4,13.1,18.2,7.7,False
20000628.0,6.0,MUENCHEN,5.0,2.1,9.1,0.52,1.0152,2.99,10.7,17.2,21.5,8.1,False
20000628.0,6.0,OSLO,7.0,4.3,17.5,0.66,1.0091,1.15,1.9,11.3,14.5,8.5,True
20000629.0,6.0,DE_BILT,5.0,3.0,9.0,0.65,1.0199,2.57,9.0,13.2,17.5,8.3,False
20000629.0,6.0,DUSSELDORF,5.0,3.1,9.8,0.63,1.0195,2.3,7.1,14.0,20.4,5.6,False
20000629.0,6.0,MAASTRICHT,6.0,2.7,10.0,0.72,1.0203,2.02,3.2,12.6,17.4,7.7,False
20000629.0,6.0,MUENCHEN,6.0,2.9,11.5,0.43,1.0164,2.61,8.1,17.1,21.0,11.7,False
20000629.0,6.0,OSLO,7.0,3.1,8.2,0.75,1.0133,1.79,3.6,14.7,19.8,11.6,True
20000630.0,6.0,DE_BILT,3.0,2.0,9.0,0.72,1.0157,2.9,11.4,13.7,19.4,5.5,False
20000630.0,6.0,DUSSELDORF,5.0,1.5,5.5,0.7,1.0157,1.7,3.5,15.6,20.5,12.1,False
20000630.0,6.0,MAASTRICHT,7.0,1.5,4.0,0.79,1.0156,1.3,1.0,15.2,19.4,12.1,True
20000630.0,6.0,MUENCHEN,3.0,2.6,10.6,0.51,1.0149,3.2,12.3,18.7,23.9,11.8,False
20000630.0,6.0,OSLO,6.0,6.0,15.9,0.67,1.0052,1.63,6.6,19.4,25.6,14.3,True
20000701.0,7.0,DE_BILT,8.0,2.2,5.0,0.87,1.0111,0.82,0.1,13.6,16.5,8.5,True
20000701.0,7.0,DUSSELDORF,6.0,1.8,7.2,0.85,1.0102,1.5,2.5,16.8,22.3,12.1,True
20000701.0,7.0,MAASTRICHT,7.0,2.2,8.0,0.81,1.0101,1.82,5.5,17.9,23.2,14.2,True
